tensor(indices=tensor([[   0,    0,    0,  ..., 2707, 2707, 2707],
                       [   0,  633, 1862,  ..., 1473, 2706, 2707]]),
       values=tensor([1, 1, 1,  ..., 1, 1, 1]),
       size=(2708, 2708), nnz=13264, layout=torch.sparse_coo)
Epoch: 110 --> accuracy: Train: 0.9500, Val: 0.7420, Test: 0.7540
Epoch: 111 --> accuracy: Train: 0.9357, Val: 0.7480, Test: 0.7510
Epoch: 112 --> accuracy: Train: 0.9429, Val: 0.7540, Test: 0.7530
Epoch: 113 --> accuracy: Train: 0.9286, Val: 0.7560, Test: 0.7540
Epoch: 114 --> accuracy: Train: 0.9429, Val: 0.7600, Test: 0.7570
Epoch: 115 --> accuracy: Train: 0.9571, Val: 0.7600, Test: 0.7600
Epoch: 116 --> accuracy: Train: 0.9500, Val: 0.7680, Test: 0.7650
Epoch: 117 --> accuracy: Train: 0.9500, Val: 0.7700, Test: 0.7680
Epoch: 118 --> accuracy: Train: 0.9500, Val: 0.7720, Test: 0.7610
Epoch: 119 --> accuracy: Train: 0.9571, Val: 0.7620, Test: 0.7470
Epoch: 120 --> accuracy: Train: 0.9500, Val: 0.7500, Test: 0.7420
Epoch: 121 --> accuracy: Train: 0.9429, Val: 0.7500, Test: 0.7390
Epoch: 122 --> accuracy: Train: 0.9429, Val: 0.7480, Test: 0.7360
Epoch: 123 --> accuracy: Train: 0.9429, Val: 0.7460, Test: 0.7370
Epoch: 124 --> accuracy: Train: 0.9571, Val: 0.7540, Test: 0.7430
Epoch: 125 --> accuracy: Train: 0.9429, Val: 0.7680, Test: 0.7520
Epoch: 126 --> accuracy: Train: 0.9357, Val: 0.7680, Test: 0.7520
Epoch: 127 --> accuracy: Train: 0.9357, Val: 0.7540, Test: 0.7400
Epoch: 128 --> accuracy: Train: 0.9429, Val: 0.7460, Test: 0.7380
Epoch: 129 --> accuracy: Train: 0.9429, Val: 0.7320, Test: 0.7270
Epoch: 130 --> accuracy: Train: 0.9500, Val: 0.7360, Test: 0.7330
Epoch: 131 --> accuracy: Train: 0.9571, Val: 0.7480, Test: 0.7390
Epoch: 132 --> accuracy: Train: 0.9714, Val: 0.7580, Test: 0.7420
Epoch: 133 --> accuracy: Train: 0.9643, Val: 0.7700, Test: 0.7610
Epoch: 134 --> accuracy: Train: 0.9571, Val: 0.7700, Test: 0.7650
Epoch: 135 --> accuracy: Train: 0.9571, Val: 0.7600, Test: 0.7670
Epoch: 136 --> accuracy: Train: 0.9643, Val: 0.7620, Test: 0.7650
Epoch: 137 --> accuracy: Train: 0.9643, Val: 0.7580, Test: 0.7570
Epoch: 138 --> accuracy: Train: 0.9571, Val: 0.7540, Test: 0.7520
Epoch: 139 --> accuracy: Train: 0.9643, Val: 0.7520, Test: 0.7440
Epoch: 140 --> accuracy: Train: 0.9643, Val: 0.7360, Test: 0.7310
Epoch: 141 --> accuracy: Train: 0.9643, Val: 0.7280, Test: 0.7240
Epoch: 142 --> accuracy: Train: 0.9714, Val: 0.7240, Test: 0.7240
Epoch: 143 --> accuracy: Train: 0.9714, Val: 0.7240, Test: 0.7230
Epoch: 144 --> accuracy: Train: 0.9643, Val: 0.7300, Test: 0.7310
Epoch: 145 --> accuracy: Train: 0.9714, Val: 0.7480, Test: 0.7380
Epoch: 146 --> accuracy: Train: 0.9500, Val: 0.7620, Test: 0.7530
Epoch: 147 --> accuracy: Train: 0.9429, Val: 0.7660, Test: 0.7530
Epoch: 148 --> accuracy: Train: 0.9429, Val: 0.7680, Test: 0.7520
Epoch: 149 --> accuracy: Train: 0.9500, Val: 0.7680, Test: 0.7490
Epoch: 150 --> accuracy: Train: 0.9643, Val: 0.7660, Test: 0.7480
Epoch: 151 --> accuracy: Train: 0.9786, Val: 0.7540, Test: 0.7390
Epoch: 152 --> accuracy: Train: 0.9714, Val: 0.7440, Test: 0.7290
Epoch: 153 --> accuracy: Train: 0.9714, Val: 0.7320, Test: 0.7170
Epoch: 154 --> accuracy: Train: 0.9643, Val: 0.7340, Test: 0.7150
Epoch: 155 --> accuracy: Train: 0.9643, Val: 0.7340, Test: 0.7270
Epoch: 156 --> accuracy: Train: 0.9643, Val: 0.7440, Test: 0.7300
Epoch: 157 --> accuracy: Train: 0.9714, Val: 0.7620, Test: 0.7390
Epoch: 158 --> accuracy: Train: 0.9643, Val: 0.7600, Test: 0.7480
Epoch: 159 --> accuracy: Train: 0.9643, Val: 0.7600, Test: 0.7600
Epoch: 160 --> accuracy: Train: 0.9643, Val: 0.7620, Test: 0.7600
Epoch: 161 --> accuracy: Train: 0.9643, Val: 0.7620, Test: 0.7600
Epoch: 162 --> accuracy: Train: 0.9643, Val: 0.7620, Test: 0.7510
Epoch: 163 --> accuracy: Train: 0.9786, Val: 0.7640, Test: 0.7430
Epoch: 164 --> accuracy: Train: 0.9714, Val: 0.7480, Test: 0.7350
Epoch: 165 --> accuracy: Train: 0.9786, Val: 0.7340, Test: 0.7250
Epoch: 166 --> accuracy: Train: 0.9714, Val: 0.7340, Test: 0.7160
Epoch: 167 --> accuracy: Train: 0.9714, Val: 0.7320, Test: 0.7110
Epoch: 168 --> accuracy: Train: 0.9786, Val: 0.7340, Test: 0.7110
Epoch: 169 --> accuracy: Train: 0.9643, Val: 0.7280, Test: 0.7100
Epoch: 170 --> accuracy: Train: 0.9643, Val: 0.7420, Test: 0.7250
Epoch: 171 --> accuracy: Train: 0.9643, Val: 0.7500, Test: 0.7280
Epoch: 172 --> accuracy: Train: 0.9571, Val: 0.7600, Test: 0.7470
Epoch: 173 --> accuracy: Train: 0.9643, Val: 0.7580, Test: 0.7610
Epoch: 174 --> accuracy: Train: 0.9643, Val: 0.7620, Test: 0.7590
Epoch: 175 --> accuracy: Train: 0.9643, Val: 0.7600, Test: 0.7590
Epoch: 176 --> accuracy: Train: 0.9714, Val: 0.7500, Test: 0.7300
Epoch: 177 --> accuracy: Train: 0.9571, Val: 0.7480, Test: 0.7180
Epoch: 178 --> accuracy: Train: 0.9500, Val: 0.7160, Test: 0.7000
Epoch: 179 --> accuracy: Train: 0.9571, Val: 0.7160, Test: 0.6880
Epoch: 180 --> accuracy: Train: 0.9571, Val: 0.7080, Test: 0.6790
Epoch: 181 --> accuracy: Train: 0.9571, Val: 0.7120, Test: 0.6820
Epoch: 182 --> accuracy: Train: 0.9643, Val: 0.7200, Test: 0.6920
Epoch: 183 --> accuracy: Train: 0.9571, Val: 0.7360, Test: 0.7070
Epoch: 184 --> accuracy: Train: 0.9643, Val: 0.7500, Test: 0.7260
Epoch: 185 --> accuracy: Train: 0.9857, Val: 0.7640, Test: 0.7410
Epoch: 186 --> accuracy: Train: 0.9571, Val: 0.7660, Test: 0.7680
